,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
17434,28,120000,MORTGAGE,3.0,MEDICAL,A,14500,5.42,False,False,8
17435,27,120000,MORTGAGE,3.0,PERSONAL,B,14000,11.99,False,False,10
17436,32,108000,MORTGAGE,13.0,DEBTCONSOLIDATION,D,8400,15.99,True,False,7
17437,30,44000,RENT,4.0,DEBTCONSOLIDATION,A,15000,6.54,True,False,5
17438,29,120000,OWN,10.0,PERSONAL,B,18000,11.49,False,False,10
17439,28,91800,MORTGAGE,6.0,MEDICAL,D,10000,16.89,True,True,8
17440,30,120000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000,11.49,False,False,8
17441,30,108000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4925,11.12,True,False,9
17442,31,120000,MORTGAGE,8.0,EDUCATION,A,20000,7.49,False,False,6
17443,28,120000,MORTGAGE,4.0,PERSONAL,D,8000,15.62,False,False,7
17444,30,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.99,False,False,6
17445,31,108000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,35000,13.49,True,False,10
17446,27,50000,RENT,1.0,VENTURE,C,15000,13.16,False,False,9
17447,34,50000,RENT,0.0,HOMEIMPROVEMENT,C,15000,12.72,False,True,9
17448,35,120000,MORTGAGE,4.0,MEDICAL,B,8850,10.99,False,False,7
17449,33,120000,MORTGAGE,6.0,MEDICAL,A,4500,5.99,False,False,5
17450,28,50000,RENT,1.0,EDUCATION,C,15000,10.28,False,False,5
17451,32,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,6600,7.49,False,False,7
17452,29,120000,OWN,4.0,VENTURE,A,7000,8.49,False,False,7
17453,33,120000,MORTGAGE,4.0,PERSONAL,A,6000,6.92,False,False,8
17454,29,120000,OWN,5.0,MEDICAL,B,8000,11.11,False,False,10
17455,33,120000,MORTGAGE,3.0,MEDICAL,A,14000,7.29,False,False,8
17456,29,120000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5000,5.42,False,False,9
17457,30,120000,MORTGAGE,6.0,MEDICAL,A,9600,7.66,False,False,9
17458,32,50880,RENT,6.0,PERSONAL,F,15000,20.25,False,True,5
17459,34,120000,MORTGAGE,10.0,EDUCATION,B,20000,10.37,False,False,10
17460,30,120000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,18400,9.63,False,False,9
17461,29,25000,OWN,8.0,MEDICAL,C,6500,13.49,False,False,9
17462,29,25000,OWN,5.0,MEDICAL,C,10000,13.49,False,True,5
17463,28,91800,MORTGAGE,4.0,MEDICAL,D,20000,15.28,True,False,6
17464,30,120000,MORTGAGE,3.0,EDUCATION,B,8000,10.37,False,False,9
17465,34,120000,MORTGAGE,4.0,MEDICAL,A,16800,6.91,False,False,6
17466,30,120000,MORTGAGE,1.0,EDUCATION,B,4800,10.36,False,False,8
17467,32,120000,MORTGAGE,13.0,EDUCATION,B,2000,11.12,False,False,5
17468,28,120000,MORTGAGE,5.0,MEDICAL,C,22000,13.72,False,True,6
17469,34,108000,MORTGAGE,4.0,DEBTCONSOLIDATION,G,25000,20.03,True,False,8
17470,27,120000,MORTGAGE,2.0,EDUCATION,A,7000,7.14,False,False,10
17471,33,120000,OWN,1.0,EDUCATION,A,6000,7.14,False,False,10
17472,31,120000,MORTGAGE,6.0,PERSONAL,D,25000,16.32,False,True,7
17473,30,120000,MORTGAGE,6.0,EDUCATION,A,14000,7.88,False,False,6
17474,28,120000,OWN,1.0,PERSONAL,D,3600,14.84,False,False,9
17475,32,52800,RENT,3.0,PERSONAL,D,15000,16.29,False,False,6
17476,32,120000,MORTGAGE,9.0,VENTURE,A,8000,7.51,False,False,7
17477,28,120000,MORTGAGE,0.0,PERSONAL,B,20000,11.12,False,False,5
17478,29,120000,MORTGAGE,1.0,VENTURE,B,23000,11.49,False,False,5
17479,33,24000,RENT,3.0,EDUCATION,B,1600,8.88,False,False,6
17480,28,24000,RENT,0.0,MEDICAL,D,1600,15.05,True,False,5
17481,27,120000,MORTGAGE,4.0,VENTURE,A,8400,7.14,False,False,8
17482,30,120000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5000,10.38,False,False,9
17483,27,120000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,25000,15.95,False,False,9
17484,33,25200,RENT,3.0,MEDICAL,E,1600,16.69,True,False,6
17485,29,120000,MORTGAGE,7.0,VENTURE,C,12000,13.48,False,False,7
17486,29,120000,MORTGAGE,5.0,MEDICAL,B,9000,10.25,False,False,10
17487,31,120000,MORTGAGE,9.0,MEDICAL,A,10000,7.51,False,False,7
17488,27,91800,MORTGAGE,4.0,MEDICAL,D,25000,16.07,True,False,9
17489,29,120000,MORTGAGE,10.0,PERSONAL,A,4700,7.14,False,False,6
17490,33,30000,RENT,0.0,DEBTCONSOLIDATION,B,1600,10.25,False,False,9
17491,29,120000,OWN,3.0,EDUCATION,A,7500,7.74,False,False,8
17492,29,120000,MORTGAGE,2.0,PERSONAL,C,20000,13.92,False,False,6
17493,31,120000,MORTGAGE,0.0,VENTURE,B,20000,11.14,False,False,9
17494,30,38400,RENT,6.0,DEBTCONSOLIDATION,C,1600,13.49,False,False,10
17495,31,40000,RENT,9.0,VENTURE,A,1600,11.12,False,False,8
17496,31,40000,RENT,0.0,MEDICAL,C,1600,14.79,False,False,8
17497,35,34000,RENT,1.0,VENTURE,D,1600,14.84,True,True,6
17498,30,42000,RENT,1.0,PERSONAL,B,1600,10.37,False,False,6
17499,32,36000,RENT,5.0,DEBTCONSOLIDATION,D,1600,14.09,True,True,9
17500,31,25000,OWN,4.0,HOMEIMPROVEMENT,B,3075,11.83,False,False,5
17501,29,42000,RENT,4.0,VENTURE,G,1600,19.16,False,True,6
17502,29,43200,RENT,4.0,EDUCATION,C,1600,13.49,False,False,10
17503,31,120000,MORTGAGE,9.0,VENTURE,A,9000,8.94,False,False,6
17504,27,120000,MORTGAGE,4.0,PERSONAL,C,6000,13.79,False,False,10
17505,27,120000,MORTGAGE,2.0,MEDICAL,B,16000,12.21,False,False,8
17506,29,120000,MORTGAGE,2.0,EDUCATION,A,5000,7.68,False,False,6
17507,29,120000,MORTGAGE,3.0,MEDICAL,C,6250,12.53,False,True,8
17508,28,91800,MORTGAGE,1.0,MEDICAL,D,15000,15.37,True,True,8
17509,29,63500,RENT,4.0,DEBTCONSOLIDATION,B,1600,11.83,False,False,5
17510,29,108000,MORTGAGE,2.0,PERSONAL,D,24500,12.61,True,False,9
17511,29,68000,RENT,4.0,EDUCATION,B,1600,11.48,False,False,10
17512,31,91800,MORTGAGE,0.0,MEDICAL,A,2225,7.43,True,False,5
17513,34,91800,MORTGAGE,0.0,MEDICAL,F,25000,15.83,True,True,9
17514,28,120000,MORTGAGE,0.0,EDUCATION,A,1000,7.12,False,False,5
17515,32,91800,MORTGAGE,8.0,MEDICAL,E,24625,14.07,True,True,7
17516,27,120000,MORTGAGE,7.0,EDUCATION,A,3775,11.12,False,False,6
17517,29,120000,MORTGAGE,8.0,VENTURE,A,5000,7.43,False,False,6
17518,32,86000,RENT,4.0,EDUCATION,C,1600,13.23,False,True,9
17519,29,24996,OWN,2.0,VENTURE,B,8000,9.99,False,False,7
17520,34,120579,MORTGAGE,9.0,DEBTCONSOLIDATION,C,9600,11.12,False,True,7
17521,34,120602,MORTGAGE,4.0,MEDICAL,C,20000,14.79,False,False,8
17522,33,120999,MORTGAGE,7.0,HOMEIMPROVEMENT,C,15200,13.61,False,True,5
17523,30,10800,RENT,1.0,PERSONAL,B,1500,11.48,True,False,9
17524,27,121000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,16800,6.91,False,False,8
17525,33,12000,RENT,0.0,MEDICAL,B,1500,11.83,False,False,6
17526,33,121000,MORTGAGE,0.0,EDUCATION,C,17600,13.57,False,False,5
17527,34,12996,RENT,0.0,MEDICAL,B,1500,9.25,False,False,7
17528,28,121008,MORTGAGE,0.0,PERSONAL,A,5400,5.99,False,False,6
17529,32,121500,MORTGAGE,11.0,VENTURE,A,6000,7.51,False,False,6
17530,29,121722,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7200,11.12,False,False,7
17531,29,109900,MORTGAGE,9.0,EDUCATION,C,15000,13.47,True,True,10
17532,27,24840,OWN,0.0,MEDICAL,A,11500,8.49,False,False,6
17533,30,122000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,11200,5.42,False,False,9
17534,34,14400,RENT,4.0,DEBTCONSOLIDATION,C,1500,12.61,False,True,9
17535,27,122000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,7.88,False,False,6
17536,31,122000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6000,9.38,False,False,9
17537,32,122004,MORTGAGE,13.0,HOMEIMPROVEMENT,A,10000,8.59,False,False,9
17538,34,122400,MORTGAGE,5.0,MEDICAL,B,6800,10.65,False,False,10
17539,27,122880,MORTGAGE,3.0,VENTURE,A,35000,8.49,False,False,5
17540,27,123000,MORTGAGE,0.0,VENTURE,C,13225,16.11,False,True,7
17541,31,123000,MORTGAGE,7.0,MEDICAL,A,15000,6.91,False,False,7
17542,28,123000,OWN,7.0,PERSONAL,A,4000,8.59,False,False,5
17543,31,94350,MORTGAGE,5.0,MEDICAL,D,15000,15.37,True,False,8
17544,30,111000,MORTGAGE,2.0,HOMEIMPROVEMENT,G,12500,19.04,True,False,8
17545,34,18000,RENT,0.0,MEDICAL,B,1500,11.48,True,False,6
17546,33,124000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,14000,6.03,False,False,10
17547,34,124000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,7.51,False,False,5
17548,27,124000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24250,11.12,False,False,7
17549,33,124000,OWN,10.0,PERSONAL,D,23500,14.96,False,True,6
17550,27,19200,RENT,4.0,PERSONAL,A,1500,7.14,False,False,10
17551,35,124596,MORTGAGE,1.0,EDUCATION,B,20000,11.49,False,False,5
17552,29,24000,OWN,3.0,PERSONAL,A,7200,7.51,False,False,6
17553,27,20004,RENT,0.0,VENTURE,B,1500,12.69,False,False,9
17554,28,124800,MORTGAGE,1.0,VENTURE,C,15000,12.53,False,True,5
17555,27,125000,MORTGAGE,7.0,EDUCATION,A,9000,7.51,False,False,6
17556,29,125000,MORTGAGE,6.0,VENTURE,B,3400,9.91,False,False,7
17557,32,125000,MORTGAGE,4.0,EDUCATION,A,9000,6.62,False,False,10
17558,30,21600,RENT,1.0,PERSONAL,B,1500,11.71,True,False,9
17559,31,125000,OWN,5.0,MEDICAL,A,30000,7.51,False,False,9
17560,30,21600,RENT,2.0,DEBTCONSOLIDATION,C,1500,14.72,False,True,8
17561,32,125000,MORTGAGE,3.0,VENTURE,B,21000,11.71,False,False,10
17562,28,22968,RENT,4.0,MEDICAL,A,1500,6.03,False,False,7
17563,29,125000,MORTGAGE,4.0,MEDICAL,C,24000,13.49,False,False,7
17564,31,24000,RENT,0.0,HOMEIMPROVEMENT,B,1500,11.86,True,False,10
17565,34,125000,MORTGAGE,0.0,MEDICAL,B,9175,10.99,False,False,5
17566,28,24840,RENT,2.0,EDUCATION,A,1500,8.0,True,False,5
17567,31,125000,MORTGAGE,5.0,MEDICAL,B,18000,11.99,False,False,7
17568,28,125000,MORTGAGE,0.0,VENTURE,A,7500,7.49,False,False,7
17569,33,125000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10975,6.99,False,False,9
17570,29,26000,RENT,2.0,VENTURE,C,1500,12.99,False,True,6
17571,30,113000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,30000,15.62,True,True,8
17572,30,53000,RENT,7.0,PERSONAL,B,15000,10.62,False,False,8
17573,31,48000,RENT,12.0,DEBTCONSOLIDATION,D,15000,15.21,True,True,5
17574,29,125000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,5.79,False,False,10
17575,28,54996,RENT,8.0,PERSONAL,D,15000,14.09,False,True,9
17576,27,125000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,24000,6.91,False,False,8
17577,32,54996,RENT,4.0,VENTURE,A,15000,6.54,False,False,5
17578,29,125000,MORTGAGE,5.0,PERSONAL,A,12000,5.79,False,False,7
17579,31,125000,MORTGAGE,2.0,PERSONAL,B,25000,10.75,False,False,7
17580,29,125000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,10000,14.35,False,True,9
17581,32,125000,MORTGAGE,2.0,PERSONAL,B,20000,11.12,False,False,9
17582,35,125000,MORTGAGE,8.0,VENTURE,A,17000,7.88,False,False,6
17583,28,125000,OWN,4.0,PERSONAL,A,10000,7.51,False,False,8
17584,27,55000,RENT,4.0,VENTURE,B,15000,12.42,False,False,10
17585,28,113000,MORTGAGE,1.0,PERSONAL,F,13200,18.67,True,False,10
17586,33,125000,MORTGAGE,2.0,MEDICAL,A,20000,7.88,False,False,5
17587,28,55000,RENT,3.0,HOMEIMPROVEMENT,E,15000,17.06,False,True,5
17588,27,125000,MORTGAGE,2.0,EDUCATION,A,8000,6.76,False,False,10
17589,29,125000,MORTGAGE,2.0,MEDICAL,C,3500,13.98,False,False,8
17590,27,24000,OWN,0.0,VENTURE,A,8500,5.42,False,False,6
17591,29,96050,MORTGAGE,7.0,MEDICAL,C,15200,13.85,True,True,5
17592,30,125000,MORTGAGE,5.0,MEDICAL,A,8000,7.74,False,False,10
17593,31,125000,MORTGAGE,4.0,VENTURE,B,12500,11.48,False,False,10
17594,27,125000,OWN,7.0,PERSONAL,B,13200,11.14,False,False,8
17595,28,50000,RENT,4.0,DEBTCONSOLIDATION,D,15000,14.91,True,False,7
17596,31,24000,OWN,4.0,MEDICAL,D,2500,11.12,False,True,7
17597,28,125000,MORTGAGE,8.0,EDUCATION,B,8000,11.14,False,False,10
17598,29,125000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,6400,12.87,False,True,9
17599,34,125000,MORTGAGE,4.0,MEDICAL,A,12000,8.94,False,False,9
17600,27,125000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,20000,11.12,False,True,5
17601,28,56496,RENT,0.0,DEBTCONSOLIDATION,C,15000,12.61,False,False,10
17602,29,113000,MORTGAGE,5.0,PERSONAL,G,25000,18.84,True,True,7
17603,29,57000,RENT,4.0,PERSONAL,B,15000,9.91,False,False,6
17604,29,125000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,8500,13.47,False,True,5
17605,29,113000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,25000,13.16,True,False,9
17606,33,51500,RENT,2.0,MEDICAL,D,15000,14.42,True,False,10
17607,30,58000,RENT,2.0,MEDICAL,A,15000,8.49,False,False,10
17608,28,125004,MORTGAGE,9.0,PERSONAL,A,12000,7.14,False,False,5
17609,28,125600,MORTGAGE,0.0,PERSONAL,A,13800,7.88,False,False,6
17610,28,126000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12000,11.71,False,False,7
17611,34,126000,MORTGAGE,2.0,VENTURE,B,9600,11.49,False,False,5
17612,29,126000,MORTGAGE,5.0,VENTURE,D,7000,16.02,False,False,5
17613,30,126000,MORTGAGE,6.0,VENTURE,B,8000,10.74,False,False,8
17614,29,126000,MORTGAGE,2.0,EDUCATION,B,6450,10.37,False,False,7
17615,29,126000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,11000,6.91,False,False,7
17616,29,58000,RENT,4.0,MEDICAL,C,15000,13.16,False,True,5
17617,33,24000,OWN,2.0,HOMEIMPROVEMENT,B,1875,11.12,False,False,9
17618,32,24000,OWN,5.0,EDUCATION,B,2850,11.83,False,False,7
17619,27,59200,RENT,4.0,DEBTCONSOLIDATION,B,15000,10.75,False,False,7
17620,31,59534,RENT,5.0,PERSONAL,D,15000,15.21,False,True,10
17621,31,24000,OWN,0.0,EDUCATION,B,6200,11.14,False,False,8
17622,30,126132,MORTGAGE,1.0,VENTURE,D,14400,14.54,False,True,7
17623,30,54000,RENT,9.0,HOMEIMPROVEMENT,C,15000,14.27,True,True,8
17624,35,126400,MORTGAGE,0.0,DEBTCONSOLIDATION,B,13000,10.38,False,False,8
17625,27,127000,MORTGAGE,6.0,PERSONAL,B,21000,10.99,False,False,8
17626,29,127000,MORTGAGE,1.0,PERSONAL,B,24250,11.36,False,False,8
17627,30,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,20000,14.59,True,False,7
17628,28,127000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,8400,12.87,False,False,7
17629,33,116000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,5000,12.99,True,False,5
17630,27,128000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,18000,11.83,False,False,6
17631,27,116000,MORTGAGE,0.0,EDUCATION,C,3500,12.53,True,False,10
17632,27,116000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,25000,13.36,True,True,7
17633,32,128004,OWN,0.0,VENTURE,A,11000,11.12,False,False,8
17634,34,128148,MORTGAGE,2.0,DEBTCONSOLIDATION,A,15000,5.99,False,False,6
17635,28,128400,MORTGAGE,3.0,PERSONAL,C,4000,13.35,False,True,8
17636,35,60000,RENT,4.0,DEBTCONSOLIDATION,C,15000,13.49,False,True,6
17637,31,60000,RENT,11.0,EDUCATION,B,15000,11.71,False,False,8
17638,27,129700,MORTGAGE,1.0,PERSONAL,A,10000,6.54,False,False,9
17639,29,129996,MORTGAGE,0.0,EDUCATION,E,30000,18.79,False,False,8
17640,30,130000,MORTGAGE,8.0,VENTURE,B,27000,11.71,False,False,6
17641,31,60000,RENT,4.0,EDUCATION,A,15000,8.49,False,False,9
17642,27,130000,OWN,3.0,MEDICAL,A,15000,6.03,False,False,10
17643,35,130000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,5000,10.65,False,False,7
17644,32,130000,MORTGAGE,7.0,MEDICAL,B,13000,12.69,False,False,8
17645,29,130000,OWN,7.0,VENTURE,C,7000,14.65,False,False,9
17646,31,60000,RENT,6.0,VENTURE,B,15000,11.12,False,False,5
17647,34,130000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,10.65,False,False,10
17648,32,130000,MORTGAGE,12.0,MEDICAL,A,16500,5.42,False,False,8
17649,29,130000,MORTGAGE,5.0,EDUCATION,A,24800,7.49,False,False,10
17650,33,118000,MORTGAGE,12.0,DEBTCONSOLIDATION,D,35000,17.49,True,True,7
17651,34,60000,RENT,2.0,MEDICAL,A,15000,7.88,False,False,7
17652,33,130000,MORTGAGE,7.0,PERSONAL,A,2400,5.42,False,False,7
17653,29,130000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,4200,6.99,False,False,8
17654,30,130000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,8.49,False,False,10
17655,32,130000,MORTGAGE,3.0,EDUCATION,A,28000,8.49,False,False,7
17656,34,54000,RENT,2.0,HOMEIMPROVEMENT,D,15000,14.11,True,True,7
17657,27,130000,MORTGAGE,3.0,VENTURE,B,24000,10.99,False,False,10
17658,31,130000,MORTGAGE,10.0,MEDICAL,A,9800,8.49,False,False,5
17659,33,60000,RENT,0.0,PERSONAL,C,15000,13.79,False,True,7
17660,35,54000,RENT,1.0,VENTURE,E,15000,15.88,True,True,8
17661,32,130000,MORTGAGE,13.0,EDUCATION,A,7500,7.29,False,False,6
17662,30,130000,MORTGAGE,3.0,EDUCATION,C,33250,13.06,False,True,5
17663,28,118000,MORTGAGE,6.0,PERSONAL,G,25000,20.11,True,True,6
17664,27,130000,MORTGAGE,2.0,VENTURE,B,5000,9.99,False,False,9
17665,27,130000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,15000,5.79,False,False,7
17666,27,130000,MORTGAGE,0.0,PERSONAL,C,8000,13.35,False,True,7
17667,32,118000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,8875,14.84,True,False,5
17668,34,130000,MORTGAGE,5.0,MEDICAL,C,6450,13.23,False,False,7
17669,31,55200,RENT,5.0,MEDICAL,D,15000,15.58,True,True,10
17670,28,61500,RENT,2.0,MEDICAL,B,15000,10.37,False,False,6
17671,35,130000,MORTGAGE,15.0,HOMEIMPROVEMENT,C,7000,13.98,False,True,5
17672,34,130000,MORTGAGE,5.0,HOMEIMPROVEMENT,E,5000,17.56,False,False,7
17673,27,61584,RENT,3.0,VENTURE,D,15000,15.21,False,False,6
17674,35,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,9000,12.73,False,True,8
17675,29,61656,RENT,4.0,VENTURE,A,15000,6.91,False,False,10
17676,27,130000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,21000,10.62,False,False,7
17677,28,62000,RENT,0.0,EDUCATION,A,15000,7.9,False,False,8
17678,33,118000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,25000,14.96,True,True,9
17679,32,62000,RENT,5.0,MEDICAL,C,15000,12.99,False,True,6
17680,33,130000,MORTGAGE,9.0,PERSONAL,D,25000,15.33,False,True,10
17681,33,62400,RENT,4.0,EDUCATION,B,15000,11.99,False,False,8
17682,28,130000,MORTGAGE,1.0,EDUCATION,D,5600,15.65,False,False,9
17683,28,57000,RENT,2.0,VENTURE,D,15000,14.11,True,False,10
17684,32,130000,MORTGAGE,0.0,PERSONAL,A,12000,8.59,False,False,7
17685,32,57223,RENT,0.0,PERSONAL,B,15000,11.83,True,False,5
17686,29,130000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,18000,13.22,False,True,8
17687,28,130000,MORTGAGE,0.0,EDUCATION,A,9000,8.0,False,False,6
17688,30,130000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,8500,12.84,False,True,5
17689,34,118000,MORTGAGE,1.0,EDUCATION,C,25000,11.78,True,False,7
17690,28,130000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,12000,13.55,False,True,8
17691,35,130000,MORTGAGE,2.0,PERSONAL,B,12000,10.08,False,False,7
17692,34,64000,RENT,5.0,EDUCATION,B,15000,10.25,False,False,8
17693,27,119000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,30000,18.25,True,False,7
17694,32,131000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,11200,10.25,False,False,5
17695,28,131004,MORTGAGE,5.0,EDUCATION,A,25000,7.9,False,False,5
17696,28,131040,MORTGAGE,0.0,VENTURE,C,10000,13.35,False,True,10
17697,27,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,10000,12.61,True,False,6
17698,29,120000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,14000,6.17,True,False,9
17699,35,132000,MORTGAGE,14.0,PERSONAL,A,22000,6.54,False,False,5
17700,32,132000,MORTGAGE,2.0,VENTURE,A,18000,11.12,False,False,5
17701,28,132000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,25000,9.99,False,False,10
17702,34,65000,RENT,3.0,PERSONAL,D,15000,11.12,False,True,6
17703,35,133000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,15000,16.77,False,False,7
17704,29,65000,RENT,5.0,VENTURE,B,15000,11.83,False,False,9
17705,31,121000,MORTGAGE,2.0,VENTURE,D,12000,16.29,True,True,6
17706,29,65000,RENT,4.0,EDUCATION,D,15000,16.0,False,False,8
17707,34,121000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,12000,14.59,True,True,8
17708,27,65000,RENT,5.0,EDUCATION,C,15000,12.84,False,True,5
17709,29,134000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,6000,5.99,False,False,8
17710,35,122000,MORTGAGE,3.0,VENTURE,D,25000,15.2,True,False,10
17711,29,134000,MORTGAGE,2.0,PERSONAL,C,8000,14.22,False,False,7
17712,30,134500,MORTGAGE,9.0,DEBTCONSOLIDATION,C,24000,15.96,False,True,6
17713,29,67000,RENT,1.0,EDUCATION,C,15000,13.57,False,False,9
17714,33,135000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,12000,7.9,False,False,7
17715,30,135000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,32000,7.9,False,False,9
17716,33,135000,MORTGAGE,6.0,MEDICAL,B,22250,11.12,False,False,9
17717,34,135000,MORTGAGE,2.0,PERSONAL,A,15000,5.42,False,False,6
17718,28,135000,MORTGAGE,0.0,MEDICAL,A,14400,5.42,False,False,8
17719,29,61000,RENT,2.0,PERSONAL,D,15000,14.96,True,True,8
17720,32,135000,MORTGAGE,10.0,PERSONAL,B,10000,10.99,False,False,6
17721,29,67704,RENT,3.0,PERSONAL,B,15000,11.86,False,False,8
17722,32,135000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,16000,11.12,False,False,10
17723,33,135000,OWN,0.0,PERSONAL,A,6275,6.91,False,False,7
17724,31,67800,RENT,7.0,EDUCATION,B,15000,11.89,False,False,8
17725,27,135000,MORTGAGE,3.0,MEDICAL,B,25000,11.12,False,False,8
17726,28,123000,MORTGAGE,0.0,PERSONAL,A,10000,7.14,True,False,6
17727,31,135000,MORTGAGE,9.0,VENTURE,A,10000,7.14,False,False,6
17728,28,68004,RENT,1.0,PERSONAL,C,15000,13.16,False,False,7
17729,28,123000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000,13.85,True,True,9
17730,31,135000,MORTGAGE,2.0,MEDICAL,B,20000,11.36,False,False,9
17731,33,135000,MORTGAGE,0.0,VENTURE,A,10000,7.51,False,False,10
17732,31,135000,MORTGAGE,12.0,MEDICAL,C,15000,13.85,False,False,10
17733,33,135000,OWN,0.0,PERSONAL,B,17500,11.83,False,False,8
17734,29,135000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,18000,14.61,False,False,8
17735,27,104550,MORTGAGE,0.0,MEDICAL,F,23000,18.43,True,False,9
17736,28,123000,OWN,0.0,DEBTCONSOLIDATION,G,22000,20.86,True,True,8
17737,29,135000,MORTGAGE,10.0,VENTURE,B,11000,11.83,False,False,7
17738,29,135000,MORTGAGE,0.0,EDUCATION,A,11000,8.94,False,False,8
17739,32,70000,RENT,2.0,MEDICAL,C,15000,14.27,False,True,5
17740,35,135000,MORTGAGE,12.0,EDUCATION,C,10000,13.16,False,True,7
17741,29,64000,RENT,3.0,EDUCATION,C,15000,15.27,True,False,6
17742,34,135000,MORTGAGE,7.0,EDUCATION,C,15000,13.47,False,True,7
17743,27,70000,RENT,7.0,MEDICAL,A,15000,5.79,False,False,6
17744,27,123000,OWN,1.0,HOMEIMPROVEMENT,E,22350,14.07,True,True,6
17745,34,135600,MORTGAGE,10.0,EDUCATION,A,1000,5.42,False,False,7
17746,30,70000,RENT,0.0,PERSONAL,C,15000,13.61,False,True,8
17747,32,136000,MORTGAGE,11.0,MEDICAL,B,12000,10.0,False,False,8
17748,27,136000,MORTGAGE,3.0,PERSONAL,A,5000,6.17,False,False,10
17749,35,136000,MORTGAGE,0.0,EDUCATION,D,15000,11.12,False,True,9
17750,28,136092,MORTGAGE,2.0,PERSONAL,C,8000,13.61,False,False,7
17751,35,136240,MORTGAGE,9.0,EDUCATION,A,15000,7.88,False,False,6
17752,34,136625,MORTGAGE,3.0,VENTURE,A,15000,7.88,False,False,6
17753,28,70000,RENT,2.0,MEDICAL,B,15000,11.89,False,False,7
17754,27,137720,MORTGAGE,6.0,DEBTCONSOLIDATION,A,13000,7.14,False,False,9
17755,29,138000,MORTGAGE,0.0,EDUCATION,C,25000,13.06,False,True,10
17756,32,138000,MORTGAGE,5.0,VENTURE,C,16800,14.35,False,False,9
17757,34,138000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,25000,11.12,False,False,6
17758,27,138000,MORTGAGE,5.0,PERSONAL,A,17000,7.88,False,False,5
17759,29,138000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,7500,13.24,False,True,8
17760,28,138996,MORTGAGE,3.0,PERSONAL,C,20000,13.79,False,True,9
